utt_id,row_id,index,stageIds,gameId,createdAt,targetNum,repNum,trialNum,text,playerId,target,role,countCorrect,speaker,submitted
584,mB2TB6FaKYbC6KGWP,64,z9F5AcavbMCwmrmHB_HyEgXHKPDmcJvfb3k,wjXGTJDFJxpD74Mg2,2021-03-08T20:31:11Z,4,5,64,you place them on a coffee,MpfyeqPHi6LGanyZE,/experiment/tangram_J.png,speaker,2,MpfyeqPHi6LGanyZE,TRUE
585,mB2TB6FaKYbC6KGWP,64,z9F5AcavbMCwmrmHB_HyEgXHKPDmcJvfb3k,wjXGTJDFJxpD74Mg2,2021-03-08T20:31:11Z,4,5,64,and ahhh,MpfyeqPHi6LGanyZE,/experiment/tangram_J.png,speaker,2,MpfyeqPHi6LGanyZE,TRUE
586,mB2TB6FaKYbC6KGWP,64,z9F5AcavbMCwmrmHB_HyEgXHKPDmcJvfb3k,wjXGTJDFJxpD74Mg2,2021-03-08T20:31:11Z,4,5,64,I am 26 haha,zsCocJ4gY757WdtRm,/experiment/tangram_J.png,listener,2,MpfyeqPHi6LGanyZE,TRUE
587,mB2TB6FaKYbC6KGWP,64,z9F5AcavbMCwmrmHB_HyEgXHKPDmcJvfb3k,wjXGTJDFJxpD74Mg2,2021-03-08T20:31:11Z,4,5,64,u Laju?,XDYMpEW48uEDY2AKT,/experiment/tangram_J.png,listener,2,MpfyeqPHi6LGanyZE,TRUE
588,mB2TB6FaKYbC6KGWP,64,z9F5AcavbMCwmrmHB_HyEgXHKPDmcJvfb3k,wjXGTJDFJxpD74Mg2,2021-03-08T20:31:11Z,4,5,64,tasty,MpfyeqPHi6LGanyZE,/experiment/tangram_J.png,speaker,2,MpfyeqPHi6LGanyZE,TRUE
589,mB2TB6FaKYbC6KGWP,64,z9F5AcavbMCwmrmHB_HyEgXHKPDmcJvfb3k,wjXGTJDFJxpD74Mg2,2021-03-08T20:31:11Z,4,5,64,ohh,XDYMpEW48uEDY2AKT,/experiment/tangram_J.png,listener,2,MpfyeqPHi6LGanyZE,TRUE
590,mB2TB6FaKYbC6KGWP,64,z9F5AcavbMCwmrmHB_HyEgXHKPDmcJvfb3k,wjXGTJDFJxpD74Mg2,2021-03-08T20:31:11Z,4,5,64,Yeah they are spekulaas,zsCocJ4gY757WdtRm,/experiment/tangram_J.png,listener,2,MpfyeqPHi6LGanyZE,TRUE
591,5mtGeGNTaQ7LrzRhB,65,vs6xTognfw77XjmNe_T4Sr527k2Ng59gqKc,wjXGTJDFJxpD74Mg2,2021-03-08T20:31:11Z,5,5,65,the monk,MpfyeqPHi6LGanyZE,/experiment/tangram_L.png,speaker,2,MpfyeqPHi6LGanyZE,TRUE
592,5mtGeGNTaQ7LrzRhB,65,vs6xTognfw77XjmNe_T4Sr527k2Ng59gqKc,wjXGTJDFJxpD74Mg2,2021-03-08T20:31:11Z,5,5,65,I loved them as a kid,MpfyeqPHi6LGanyZE,/experiment/tangram_L.png,speaker,2,MpfyeqPHi6LGanyZE,TRUE
593,5mtGeGNTaQ7LrzRhB,65,vs6xTognfw77XjmNe_T4Sr527k2Ng59gqKc,wjXGTJDFJxpD74Mg2,2021-03-08T20:31:11Z,5,5,65,so Laju u are making dinner for your family?,XDYMpEW48uEDY2AKT,/experiment/tangram_L.png,listener,2,MpfyeqPHi6LGanyZE,TRUE
594,5mtGeGNTaQ7LrzRhB,65,vs6xTognfw77XjmNe_T4Sr527k2Ng59gqKc,wjXGTJDFJxpD74Mg2,2021-03-08T20:31:11Z,5,5,65,I live alone haha,zsCocJ4gY757WdtRm,/experiment/tangram_L.png,listener,2,MpfyeqPHi6LGanyZE,TRUE
595,5mtGeGNTaQ7LrzRhB,65,vs6xTognfw77XjmNe_T4Sr527k2Ng59gqKc,wjXGTJDFJxpD74Mg2,2021-03-08T20:31:11Z,5,5,65,nice,MpfyeqPHi6LGanyZE,/experiment/tangram_L.png,speaker,2,MpfyeqPHi6LGanyZE,TRUE
596,5mtGeGNTaQ7LrzRhB,65,vs6xTognfw77XjmNe_T4Sr527k2Ng59gqKc,wjXGTJDFJxpD74Mg2,2021-03-08T20:31:11Z,5,5,65,i am impressed that you are motivated enought to cook for yourself,XDYMpEW48uEDY2AKT,/experiment/tangram_L.png,listener,2,MpfyeqPHi6LGanyZE,TRUE
597,5mtGeGNTaQ7LrzRhB,65,vs6xTognfw77XjmNe_T4Sr527k2Ng59gqKc,wjXGTJDFJxpD74Mg2,2021-03-08T20:31:11Z,5,5,65,#NAME?,XDYMpEW48uEDY2AKT,/experiment/tangram_L.png,listener,2,MpfyeqPHi6LGanyZE,TRUE
598,5mtGeGNTaQ7LrzRhB,65,vs6xTognfw77XjmNe_T4Sr527k2Ng59gqKc,wjXGTJDFJxpD74Mg2,2021-03-08T20:31:11Z,5,5,65,same,MpfyeqPHi6LGanyZE,/experiment/tangram_L.png,speaker,2,MpfyeqPHi6LGanyZE,TRUE
599,5mtGeGNTaQ7LrzRhB,65,vs6xTognfw77XjmNe_T4Sr527k2Ng59gqKc,wjXGTJDFJxpD74Mg2,2021-03-08T20:31:11Z,5,5,65,I cook a lot haha,zsCocJ4gY757WdtRm,/experiment/tangram_L.png,listener,2,MpfyeqPHi6LGanyZE,TRUE
600,gd5MHFRDyvGcT9H4S,66,xgadnsPyJZ57oWE6p_JZj6sdY5J7Laqss3f,wjXGTJDFJxpD74Mg2,2021-03-08T20:31:11Z,6,5,66,cooking is great,MpfyeqPHi6LGanyZE,/experiment/tangram_G.png,speaker,2,MpfyeqPHi6LGanyZE,TRUE
601,gd5MHFRDyvGcT9H4S,66,xgadnsPyJZ57oWE6p_JZj6sdY5J7Laqss3f,wjXGTJDFJxpD74Mg2,2021-03-08T20:31:11Z,6,5,66,eating is greater,XDYMpEW48uEDY2AKT,/experiment/tangram_G.png,listener,2,MpfyeqPHi6LGanyZE,TRUE
602,gd5MHFRDyvGcT9H4S,66,xgadnsPyJZ57oWE6p_JZj6sdY5J7Laqss3f,wjXGTJDFJxpD74Mg2,2021-03-08T20:31:11Z,6,5,66,but finding the motivation is hard,MpfyeqPHi6LGanyZE,/experiment/tangram_G.png,speaker,2,MpfyeqPHi6LGanyZE,TRUE
603,gd5MHFRDyvGcT9H4S,66,xgadnsPyJZ57oWE6p_JZj6sdY5J7Laqss3f,wjXGTJDFJxpD74Mg2,2021-03-08T20:31:11Z,6,5,66,eating is the beeest,MpfyeqPHi6LGanyZE,/experiment/tangram_G.png,speaker,2,MpfyeqPHi6LGanyZE,TRUE
604,gd5MHFRDyvGcT9H4S,66,xgadnsPyJZ57oWE6p_JZj6sdY5J7Laqss3f,wjXGTJDFJxpD74Mg2,2021-03-08T20:31:11Z,6,5,66,I simply love it,zsCocJ4gY757WdtRm,/experiment/tangram_G.png,listener,2,MpfyeqPHi6LGanyZE,TRUE
605,gd5MHFRDyvGcT9H4S,66,xgadnsPyJZ57oWE6p_JZj6sdY5J7Laqss3f,wjXGTJDFJxpD74Mg2,2021-03-08T20:31:11Z,6,5,66,the stumbler,MpfyeqPHi6LGanyZE,/experiment/tangram_G.png,speaker,2,MpfyeqPHi6LGanyZE,TRUE
606,gd5MHFRDyvGcT9H4S,66,xgadnsPyJZ57oWE6p_JZj6sdY5J7Laqss3f,wjXGTJDFJxpD74Mg2,2021-03-08T20:31:11Z,6,5,66,I'm the dish washer in my relationship,MpfyeqPHi6LGanyZE,/experiment/tangram_G.png,speaker,2,MpfyeqPHi6LGanyZE,TRUE
607,gd5MHFRDyvGcT9H4S,66,xgadnsPyJZ57oWE6p_JZj6sdY5J7Laqss3f,wjXGTJDFJxpD74Mg2,2021-03-08T20:31:11Z,6,5,66,I think it pretty attractive when a guy likes to cook,XDYMpEW48uEDY2AKT,/experiment/tangram_G.png,listener,2,MpfyeqPHi6LGanyZE,TRUE
608,gd5MHFRDyvGcT9H4S,66,xgadnsPyJZ57oWE6p_JZj6sdY5J7Laqss3f,wjXGTJDFJxpD74Mg2,2021-03-08T20:31:11Z,6,5,66,u do not hate it?,XDYMpEW48uEDY2AKT,/experiment/tangram_G.png,listener,2,MpfyeqPHi6LGanyZE,TRUE
609,gd5MHFRDyvGcT9H4S,66,xgadnsPyJZ57oWE6p_JZj6sdY5J7Laqss3f,wjXGTJDFJxpD74Mg2,2021-03-08T20:31:11Z,6,5,66,it's pretty nice,MpfyeqPHi6LGanyZE,/experiment/tangram_G.png,speaker,2,MpfyeqPHi6LGanyZE,TRUE
610,gd5MHFRDyvGcT9H4S,66,xgadnsPyJZ57oWE6p_JZj6sdY5J7Laqss3f,wjXGTJDFJxpD74Mg2,2021-03-08T20:31:11Z,6,5,66,I sort of started impress my girlfriend at the time,zsCocJ4gY757WdtRm,/experiment/tangram_G.png,listener,2,MpfyeqPHi6LGanyZE,TRUE
611,gd5MHFRDyvGcT9H4S,66,xgadnsPyJZ57oWE6p_JZj6sdY5J7Laqss3f,wjXGTJDFJxpD74Mg2,2021-03-08T20:31:11Z,6,5,66,to*,zsCocJ4gY757WdtRm,/experiment/tangram_G.png,listener,2,MpfyeqPHi6LGanyZE,TRUE
612,gd5MHFRDyvGcT9H4S,66,xgadnsPyJZ57oWE6p_JZj6sdY5J7Laqss3f,wjXGTJDFJxpD74Mg2,2021-03-08T20:31:11Z,6,5,66,you can play some music,MpfyeqPHi6LGanyZE,/experiment/tangram_G.png,speaker,2,MpfyeqPHi6LGanyZE,TRUE
613,gd5MHFRDyvGcT9H4S,66,xgadnsPyJZ57oWE6p_JZj6sdY5J7Laqss3f,wjXGTJDFJxpD74Mg2,2021-03-08T20:31:11Z,6,5,66,or listen to a podcast,MpfyeqPHi6LGanyZE,/experiment/tangram_G.png,speaker,2,MpfyeqPHi6LGanyZE,TRUE
614,4Sa2fJbz4wKeCNqEP,67,h74zrQWqKCkAA8yuc_rhHbFcSG3CXsrM5nT,wjXGTJDFJxpD74Mg2,2021-03-08T20:31:11Z,7,5,67,nice going Laju! :D,MpfyeqPHi6LGanyZE,/experiment/tangram_H.png,speaker,2,MpfyeqPHi6LGanyZE,TRUE
615,4Sa2fJbz4wKeCNqEP,67,h74zrQWqKCkAA8yuc_rhHbFcSG3CXsrM5nT,wjXGTJDFJxpD74Mg2,2021-03-08T20:31:11Z,7,5,67,potato,MpfyeqPHi6LGanyZE,/experiment/tangram_H.png,speaker,2,MpfyeqPHi6LGanyZE,TRUE
616,eGh9sLxwhHNxFkZq5,68,2FDpjc64cHABQBpHu_phC5kAPMRYpNTsomw,wjXGTJDFJxpD74Mg2,2021-03-08T20:31:11Z,8,5,68,for me cooking for myself is annoying :/,MpfyeqPHi6LGanyZE,/experiment/tangram_B.png,speaker,2,MpfyeqPHi6LGanyZE,TRUE
617,eGh9sLxwhHNxFkZq5,68,2FDpjc64cHABQBpHu_phC5kAPMRYpNTsomw,wjXGTJDFJxpD74Mg2,2021-03-08T20:31:11Z,8,5,68,it was really nice talking to you,XDYMpEW48uEDY2AKT,/experiment/tangram_B.png,listener,2,MpfyeqPHi6LGanyZE,TRUE
618,eGh9sLxwhHNxFkZq5,68,2FDpjc64cHABQBpHu_phC5kAPMRYpNTsomw,wjXGTJDFJxpD74Mg2,2021-03-08T20:31:11Z,8,5,68,Same for you guys,zsCocJ4gY757WdtRm,/experiment/tangram_B.png,listener,2,MpfyeqPHi6LGanyZE,TRUE
619,eGh9sLxwhHNxFkZq5,68,2FDpjc64cHABQBpHu_phC5kAPMRYpNTsomw,wjXGTJDFJxpD74Mg2,2021-03-08T20:31:11Z,8,5,68,the hugger,MpfyeqPHi6LGanyZE,/experiment/tangram_B.png,speaker,2,MpfyeqPHi6LGanyZE,TRUE
620,eGh9sLxwhHNxFkZq5,68,2FDpjc64cHABQBpHu_phC5kAPMRYpNTsomw,wjXGTJDFJxpD74Mg2,2021-03-08T20:31:11Z,8,5,68,I feel like we are friends now,zsCocJ4gY757WdtRm,/experiment/tangram_B.png,listener,2,MpfyeqPHi6LGanyZE,TRUE
621,eGh9sLxwhHNxFkZq5,68,2FDpjc64cHABQBpHu_phC5kAPMRYpNTsomw,wjXGTJDFJxpD74Mg2,2021-03-08T20:31:11Z,8,5,68,yeah it was nice :D,MpfyeqPHi6LGanyZE,/experiment/tangram_B.png,speaker,2,MpfyeqPHi6LGanyZE,TRUE
622,eGh9sLxwhHNxFkZq5,68,2FDpjc64cHABQBpHu_phC5kAPMRYpNTsomw,wjXGTJDFJxpD74Mg2,2021-03-08T20:31:11Z,8,5,68,me too,XDYMpEW48uEDY2AKT,/experiment/tangram_B.png,listener,2,MpfyeqPHi6LGanyZE,TRUE
623,eGh9sLxwhHNxFkZq5,68,2FDpjc64cHABQBpHu_phC5kAPMRYpNTsomw,wjXGTJDFJxpD74Mg2,2021-03-08T20:31:11Z,8,5,68,never thought I'd have so  much fun,MpfyeqPHi6LGanyZE,/experiment/tangram_B.png,speaker,2,MpfyeqPHi6LGanyZE,TRUE
624,eGh9sLxwhHNxFkZq5,68,2FDpjc64cHABQBpHu_phC5kAPMRYpNTsomw,wjXGTJDFJxpD74Mg2,2021-03-08T20:31:11Z,8,5,68,doing a survey,MpfyeqPHi6LGanyZE,/experiment/tangram_B.png,speaker,2,MpfyeqPHi6LGanyZE,TRUE
625,eGh9sLxwhHNxFkZq5,68,2FDpjc64cHABQBpHu_phC5kAPMRYpNTsomw,wjXGTJDFJxpD74Mg2,2021-03-08T20:31:11Z,8,5,68,it is pretty fun,XDYMpEW48uEDY2AKT,/experiment/tangram_B.png,listener,2,MpfyeqPHi6LGanyZE,TRUE
626,FEnFThYjTLwjqX8Z3,69,NC6a4HwkQsMjkboDM_8HMn2ZSkQsftHiru2,wjXGTJDFJxpD74Mg2,2021-03-08T20:31:11Z,9,5,69,god's man,MpfyeqPHi6LGanyZE,/experiment/tangram_K.png,speaker,2,MpfyeqPHi6LGanyZE,TRUE
627,FEnFThYjTLwjqX8Z3,69,NC6a4HwkQsMjkboDM_8HMn2ZSkQsftHiru2,wjXGTJDFJxpD74Mg2,2021-03-08T20:31:11Z,9,5,69,so it's time to say goodbye,MpfyeqPHi6LGanyZE,/experiment/tangram_K.png,speaker,2,MpfyeqPHi6LGanyZE,TRUE
628,FEnFThYjTLwjqX8Z3,69,NC6a4HwkQsMjkboDM_8HMn2ZSkQsftHiru2,wjXGTJDFJxpD74Mg2,2021-03-08T20:31:11Z,9,5,69,2 last targets,MpfyeqPHi6LGanyZE,/experiment/tangram_K.png,speaker,2,MpfyeqPHi6LGanyZE,TRUE
629,FEnFThYjTLwjqX8Z3,69,NC6a4HwkQsMjkboDM_8HMn2ZSkQsftHiru2,wjXGTJDFJxpD74Mg2,2021-03-08T20:31:11Z,9,5,69,i really miss socialisation,XDYMpEW48uEDY2AKT,/experiment/tangram_K.png,listener,2,MpfyeqPHi6LGanyZE,TRUE
630,nSxMYaZ8zcptvsxST,70,Kjhb2CC3wiKTzZyvb_34twnoGRnbvF4YAqs,wjXGTJDFJxpD74Mg2,2021-03-08T20:31:11Z,10,5,70,I'd love to meet with my loved one more often :c,MpfyeqPHi6LGanyZE,/experiment/tangram_D.png,speaker,2,MpfyeqPHi6LGanyZE,TRUE
631,nSxMYaZ8zcptvsxST,70,Kjhb2CC3wiKTzZyvb_34twnoGRnbvF4YAqs,wjXGTJDFJxpD74Mg2,2021-03-08T20:31:11Z,10,5,70,asking for $,MpfyeqPHi6LGanyZE,/experiment/tangram_D.png,speaker,2,MpfyeqPHi6LGanyZE,TRUE
632,nSxMYaZ8zcptvsxST,70,Kjhb2CC3wiKTzZyvb_34twnoGRnbvF4YAqs,wjXGTJDFJxpD74Mg2,2021-03-08T20:31:11Z,10,5,70,same here,XDYMpEW48uEDY2AKT,/experiment/tangram_D.png,listener,2,MpfyeqPHi6LGanyZE,TRUE
633,e5jrk2shxamn79GRd,71,6QESM8XSFTEqYc5nE_7mzT6pHZYxhM9eWZ4,wjXGTJDFJxpD74Mg2,2021-03-08T20:31:11Z,11,5,71,But the pandemic won't end soon I think,MpfyeqPHi6LGanyZE,/experiment/tangram_F.png,speaker,2,MpfyeqPHi6LGanyZE,TRUE
634,e5jrk2shxamn79GRd,71,6QESM8XSFTEqYc5nE_7mzT6pHZYxhM9eWZ4,wjXGTJDFJxpD74Mg2,2021-03-08T20:31:11Z,11,5,71,well it was nice to meet you,XDYMpEW48uEDY2AKT,/experiment/tangram_F.png,listener,2,MpfyeqPHi6LGanyZE,TRUE
635,e5jrk2shxamn79GRd,71,6QESM8XSFTEqYc5nE_7mzT6pHZYxhM9eWZ4,wjXGTJDFJxpD74Mg2,2021-03-08T20:31:11Z,11,5,71,Yeah it was nice,MpfyeqPHi6LGanyZE,/experiment/tangram_F.png,speaker,2,MpfyeqPHi6LGanyZE,TRUE
636,e5jrk2shxamn79GRd,71,6QESM8XSFTEqYc5nE_7mzT6pHZYxhM9eWZ4,wjXGTJDFJxpD74Mg2,2021-03-08T20:31:11Z,11,5,71,it won't,XDYMpEW48uEDY2AKT,/experiment/tangram_F.png,listener,2,MpfyeqPHi6LGanyZE,TRUE
637,e5jrk2shxamn79GRd,71,6QESM8XSFTEqYc5nE_7mzT6pHZYxhM9eWZ4,wjXGTJDFJxpD74Mg2,2021-03-08T20:31:11Z,11,5,71,You too,zsCocJ4gY757WdtRm,/experiment/tangram_F.png,listener,2,MpfyeqPHi6LGanyZE,TRUE
638,e5jrk2shxamn79GRd,71,6QESM8XSFTEqYc5nE_7mzT6pHZYxhM9eWZ4,wjXGTJDFJxpD74Mg2,2021-03-08T20:31:11Z,11,5,71,It will,zsCocJ4gY757WdtRm,/experiment/tangram_F.png,listener,2,MpfyeqPHi6LGanyZE,TRUE
639,e5jrk2shxamn79GRd,71,6QESM8XSFTEqYc5nE_7mzT6pHZYxhM9eWZ4,wjXGTJDFJxpD74Mg2,2021-03-08T20:31:11Z,11,5,71,have a day,MpfyeqPHi6LGanyZE,/experiment/tangram_F.png,speaker,2,MpfyeqPHi6LGanyZE,TRUE
640,e5jrk2shxamn79GRd,71,6QESM8XSFTEqYc5nE_7mzT6pHZYxhM9eWZ4,wjXGTJDFJxpD74Mg2,2021-03-08T20:31:11Z,11,5,71,By the summer,zsCocJ4gY757WdtRm,/experiment/tangram_F.png,listener,2,MpfyeqPHi6LGanyZE,TRUE
641,e5jrk2shxamn79GRd,71,6QESM8XSFTEqYc5nE_7mzT6pHZYxhM9eWZ4,wjXGTJDFJxpD74Mg2,2021-03-08T20:31:11Z,11,5,71,a good day,MpfyeqPHi6LGanyZE,/experiment/tangram_F.png,speaker,2,MpfyeqPHi6LGanyZE,TRUE
642,e5jrk2shxamn79GRd,71,6QESM8XSFTEqYc5nE_7mzT6pHZYxhM9eWZ4,wjXGTJDFJxpD74Mg2,2021-03-08T20:31:11Z,11,5,71,Take good care,zsCocJ4gY757WdtRm,/experiment/tangram_F.png,listener,2,MpfyeqPHi6LGanyZE,TRUE
643,e5jrk2shxamn79GRd,71,6QESM8XSFTEqYc5nE_7mzT6pHZYxhM9eWZ4,wjXGTJDFJxpD74Mg2,2021-03-08T20:31:11Z,11,5,71,i hope so,XDYMpEW48uEDY2AKT,/experiment/tangram_F.png,listener,2,MpfyeqPHi6LGanyZE,TRUE
644,e5jrk2shxamn79GRd,71,6QESM8XSFTEqYc5nE_7mzT6pHZYxhM9eWZ4,wjXGTJDFJxpD74Mg2,2021-03-08T20:31:11Z,11,5,71,the sad one,MpfyeqPHi6LGanyZE,/experiment/tangram_F.png,speaker,2,MpfyeqPHi6LGanyZE,TRUE
645,e5jrk2shxamn79GRd,71,6QESM8XSFTEqYc5nE_7mzT6pHZYxhM9eWZ4,wjXGTJDFJxpD74Mg2,2021-03-08T20:31:11Z,11,5,71,bye friends ;[,MpfyeqPHi6LGanyZE,/experiment/tangram_F.png,speaker,2,MpfyeqPHi6LGanyZE,TRUE
646,e5jrk2shxamn79GRd,71,6QESM8XSFTEqYc5nE_7mzT6pHZYxhM9eWZ4,wjXGTJDFJxpD74Mg2,2021-03-08T20:31:11Z,11,5,71,have a nice evening,XDYMpEW48uEDY2AKT,/experiment/tangram_F.png,listener,2,MpfyeqPHi6LGanyZE,TRUE
647,e5jrk2shxamn79GRd,71,6QESM8XSFTEqYc5nE_7mzT6pHZYxhM9eWZ4,wjXGTJDFJxpD74Mg2,2021-03-08T20:31:11Z,11,5,71,You too,zsCocJ4gY757WdtRm,/experiment/tangram_F.png,listener,2,MpfyeqPHi6LGanyZE,TRUE
648,e5jrk2shxamn79GRd,71,6QESM8XSFTEqYc5nE_7mzT6pHZYxhM9eWZ4,wjXGTJDFJxpD74Mg2,2021-03-08T20:31:11Z,11,5,71,you too,MpfyeqPHi6LGanyZE,/experiment/tangram_F.png,speaker,2,MpfyeqPHi6LGanyZE,TRUE
649,e5jrk2shxamn79GRd,71,6QESM8XSFTEqYc5nE_7mzT6pHZYxhM9eWZ4,wjXGTJDFJxpD74Mg2,2021-03-08T20:31:11Z,11,5,71,byeee :(((((,XDYMpEW48uEDY2AKT,/experiment/tangram_F.png,listener,2,MpfyeqPHi6LGanyZE,TRUE
650,e5jrk2shxamn79GRd,71,6QESM8XSFTEqYc5nE_7mzT6pHZYxhM9eWZ4,wjXGTJDFJxpD74Mg2,2021-03-08T20:31:11Z,11,5,71,byeee ;=;,MpfyeqPHi6LGanyZE,/experiment/tangram_F.png,speaker,2,MpfyeqPHi6LGanyZE,TRUE
651,AsBdqjCxxxu6h9WKb,0,K5ur8dQPvQC2FPEBZ_otDbcQArd4By92myK,HcBgfH7TGfkBPL8po,2021-03-08T20:32:01Z,0,0,0,his arm on left side,g47HoPgY7BZ5yiSNH,/experiment/tangram_D.png,speaker,2,g47HoPgY7BZ5yiSNH,TRUE
652,AsBdqjCxxxu6h9WKb,0,K5ur8dQPvQC2FPEBZ_otDbcQArd4By92myK,HcBgfH7TGfkBPL8po,2021-03-08T20:32:01Z,0,0,0,arm or arms?,vGWQMSpu3DC2q39SP,/experiment/tangram_D.png,listener,2,g47HoPgY7BZ5yiSNH,TRUE
653,AsBdqjCxxxu6h9WKb,0,K5ur8dQPvQC2FPEBZ_otDbcQArd4By92myK,HcBgfH7TGfkBPL8po,2021-03-08T20:32:01Z,0,0,0,its looks like one arm,g47HoPgY7BZ5yiSNH,/experiment/tangram_D.png,speaker,2,g47HoPgY7BZ5yiSNH,TRUE
654,AsBdqjCxxxu6h9WKb,0,K5ur8dQPvQC2FPEBZ_otDbcQArd4By92myK,HcBgfH7TGfkBPL8po,2021-03-08T20:32:01Z,0,0,0,also one feet on left side?,fpQSfDkFQquyZPeeY,/experiment/tangram_D.png,listener,2,g47HoPgY7BZ5yiSNH,TRUE
655,AsBdqjCxxxu6h9WKb,0,K5ur8dQPvQC2FPEBZ_otDbcQArd4By92myK,HcBgfH7TGfkBPL8po,2021-03-08T20:32:01Z,0,0,0,yes,g47HoPgY7BZ5yiSNH,/experiment/tangram_D.png,speaker,2,g47HoPgY7BZ5yiSNH,TRUE
656,AsBdqjCxxxu6h9WKb,0,K5ur8dQPvQC2FPEBZ_otDbcQArd4By92myK,HcBgfH7TGfkBPL8po,2021-03-08T20:32:01Z,0,0,0,the one that looks like it's standing and praying?,vGWQMSpu3DC2q39SP,/experiment/tangram_D.png,listener,2,g47HoPgY7BZ5yiSNH,TRUE
657,AsBdqjCxxxu6h9WKb,0,K5ur8dQPvQC2FPEBZ_otDbcQArd4By92myK,HcBgfH7TGfkBPL8po,2021-03-08T20:32:01Z,0,0,0,i think thats it,fpQSfDkFQquyZPeeY,/experiment/tangram_D.png,listener,2,g47HoPgY7BZ5yiSNH,TRUE
658,AsBdqjCxxxu6h9WKb,0,K5ur8dQPvQC2FPEBZ_otDbcQArd4By92myK,HcBgfH7TGfkBPL8po,2021-03-08T20:32:01Z,0,0,0,yes,g47HoPgY7BZ5yiSNH,/experiment/tangram_D.png,speaker,2,g47HoPgY7BZ5yiSNH,TRUE
659,nL24SLAoHKcCGs6Ax,1,WczPJcKgKpxig3Qzt_jEMt3Xm6H8zreJt9n,HcBgfH7TGfkBPL8po,2021-03-08T20:32:01Z,1,0,1,this man is squatting,g47HoPgY7BZ5yiSNH,/experiment/tangram_L.png,speaker,1,g47HoPgY7BZ5yiSNH,TRUE
660,nL24SLAoHKcCGs6Ax,1,WczPJcKgKpxig3Qzt_jEMt3Xm6H8zreJt9n,HcBgfH7TGfkBPL8po,2021-03-08T20:32:01Z,1,0,1,or sitting down,g47HoPgY7BZ5yiSNH,/experiment/tangram_L.png,speaker,1,g47HoPgY7BZ5yiSNH,TRUE
661,nL24SLAoHKcCGs6Ax,1,WczPJcKgKpxig3Qzt_jEMt3Xm6H8zreJt9n,HcBgfH7TGfkBPL8po,2021-03-08T20:32:01Z,1,0,1,with one hand on right?,fpQSfDkFQquyZPeeY,/experiment/tangram_L.png,listener,1,g47HoPgY7BZ5yiSNH,TRUE
662,nL24SLAoHKcCGs6Ax,1,WczPJcKgKpxig3Qzt_jEMt3Xm6H8zreJt9n,HcBgfH7TGfkBPL8po,2021-03-08T20:32:01Z,1,0,1,and one hand on right?,vGWQMSpu3DC2q39SP,/experiment/tangram_L.png,listener,1,g47HoPgY7BZ5yiSNH,TRUE
663,nL24SLAoHKcCGs6Ax,1,WczPJcKgKpxig3Qzt_jEMt3Xm6H8zreJt9n,HcBgfH7TGfkBPL8po,2021-03-08T20:32:01Z,1,0,1,yes,g47HoPgY7BZ5yiSNH,/experiment/tangram_L.png,speaker,1,g47HoPgY7BZ5yiSNH,TRUE
664,9NiWW5Redv4Nbao2y,2,bopwhpyL4giYH8t98_txwQcjwz6Gf8uNiz7,HcBgfH7TGfkBPL8po,2021-03-08T20:32:01Z,2,0,2,part of it is like a semicircle,g47HoPgY7BZ5yiSNH,/experiment/tangram_H.png,speaker,2,g47HoPgY7BZ5yiSNH,TRUE
665,9NiWW5Redv4Nbao2y,2,bopwhpyL4giYH8t98_txwQcjwz6Gf8uNiz7,HcBgfH7TGfkBPL8po,2021-03-08T20:32:01Z,2,0,2,he hasnt arms,g47HoPgY7BZ5yiSNH,/experiment/tangram_H.png,speaker,2,g47HoPgY7BZ5yiSNH,TRUE
666,9NiWW5Redv4Nbao2y,2,bopwhpyL4giYH8t98_txwQcjwz6Gf8uNiz7,HcBgfH7TGfkBPL8po,2021-03-08T20:32:01Z,2,0,2,is there only his head; body and one foot on right visible?,fpQSfDkFQquyZPeeY,/experiment/tangram_H.png,listener,2,g47HoPgY7BZ5yiSNH,TRUE
667,9NiWW5Redv4Nbao2y,2,bopwhpyL4giYH8t98_txwQcjwz6Gf8uNiz7,HcBgfH7TGfkBPL8po,2021-03-08T20:32:01Z,2,0,2,the one that looks like he is sitting on the floor and contemplating life?,vGWQMSpu3DC2q39SP,/experiment/tangram_H.png,listener,2,g47HoPgY7BZ5yiSNH,TRUE
668,9NiWW5Redv4Nbao2y,2,bopwhpyL4giYH8t98_txwQcjwz6Gf8uNiz7,HcBgfH7TGfkBPL8po,2021-03-08T20:32:01Z,2,0,2,no laju,g47HoPgY7BZ5yiSNH,/experiment/tangram_H.png,speaker,2,g47HoPgY7BZ5yiSNH,TRUE
669,9NiWW5Redv4Nbao2y,2,bopwhpyL4giYH8t98_txwQcjwz6Gf8uNiz7,HcBgfH7TGfkBPL8po,2021-03-08T20:32:01Z,2,0,2,its just the body and head,g47HoPgY7BZ5yiSNH,/experiment/tangram_H.png,speaker,2,g47HoPgY7BZ5yiSNH,TRUE
670,9NiWW5Redv4Nbao2y,2,bopwhpyL4giYH8t98_txwQcjwz6Gf8uNiz7,HcBgfH7TGfkBPL8po,2021-03-08T20:32:01Z,2,0,2,does he look like diamond?,fpQSfDkFQquyZPeeY,/experiment/tangram_H.png,listener,2,g47HoPgY7BZ5yiSNH,TRUE
